numero,CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability
78702,GEKVUQ,-3183.970109,-0.10759,5.3281,1.13528,0.0913,-0.18264,-0.09134,328.054422
78704,JEHGIN,-2994.464126,-0.096895,6.8973,1.10616,0.26066,-0.36544,-0.10478,234.003286
78705,UQUVEI,-3120.388421,-0.07599,10.3522,0.84726,0.08887,-0.19725,-0.10838,260.099518
78707,QERHEB,-3146.30713,-0.095934,12.238,1.14371,0.03734,-0.12849,-0.09115,300.511691
78708,BOPQAA,-5537.294946,-0.312821,1.0736,1.19822,0.1531,-0.18487,-0.03177,727.810545
78709,KAQXIJ,-3705.899247,-0.079365,7.4502,0.98852,0.08959,-0.20086,-0.11127,276.954333
78710,VUCBUS,-4075.358652,-0.104267,9.5029,0.96018,0.14407,-0.21023,-0.06616,401.102622
78711,KANVUQ,-2833.954968,-0.046938,10.6952,0.80535,0.11854,-0.20016,-0.08162,203.919255
78714,KIMWOV,-3155.083387,-0.116477,7.4431,1.07936,0.13752,-0.16616,-0.02864,362.399366
78716,IFISAS,-3930.811095,-0.202913,2.9435,1.17586,0.11433,-0.30891,-0.19458,527.950818
78717,SAJDEO,-1858.897786,-0.005205,0,1.07593,0.23192,-0.23108,0.00084,51.24996
78718,ICILOX,-3549.557787,-0.128989,12.4431,1.14689,0.07802,-0.2749,-0.19688,411.313753
78720,MAJDOS,-9040.160676,-0.105448,9.5175,1.11816,0.05984,-0.18629,-0.12645,381.489239
78723,QOFYEQ,-9995.967853,-0.244504,0.0001,1.22941,0.09798,-0.15429,-0.05631,749.022767
78724,IZUNUM,-3525.593424,-0.076189,4.5916,0.96977,0.17132,-0.19191,-0.02059,260.074727
78725,MEXREM,-4261.542857,-0.13943,7.5733,1.01312,0.01354,-0.14846,-0.13492,374.402746
78726,VAWVIZ,-3085.109633,-0.048304,7.9147,0.96569,0.25613,-0.23706,0.01907,151.541904
78727,XEPTUI,-3796.620237,-0.141325,3.4116,1.26568,0.09119,-0.18877,-0.09758,456.807259
78728,KADSEP,-4349.41454,-0.128128,14.1388,1.21672,0.03074,-0.16045,-0.12971,390.946054
78729,SAYYIB,-3593.742941,-0.071657,5.1725,1.16964,0.13583,-0.19816,-0.06233,238.52012
78730,YADQOM,-2983.901565,-0.051197,11.5373,0.86564,0.18354,-0.19662,-0.01308,234.098652
78732,HAZVIN,-4377.825498,-0.233263,15.1151,0.92105,0.01019,-0.18598,-0.17579,618.810943
78733,LEXTOA,-4905.273619,-0.30706,0.0005,1.00838,0.1492,-0.18976,-0.04056,721.68527
78734,VOWLEA,-5218.371841,-0.15289,6.4405,1.16125,0.08842,-0.18477,-0.09635,443.288785
78735,BIVROO,-8218.685514,-0.08711,5.673,0.89001,0.09799,-0.21654,-0.11855,326.988689
78739,XENCOJ,-3553.400087,-0.068094,10.8173,1.16546,0.10479,-0.19159,-0.0868,234.311177
78741,ERESEA,-3726.626737,-0.074971,3.0631,1.18706,0.12507,-0.191,-0.06593,259.487891
78742,HIVHIG,-2845.285126,-0.071075,9.3428,1.14753,0.20298,-0.20332,-0.00034,232.570417
78743,YANBEV,-8947.79515,-0.151104,0.0002,1.2027,0.08797,-0.20631,-0.11834,494.168141
78744,ZIZGEX,-8653.382254,-0.137885,8.6367,0.79515,0.15393,-0.21544,-0.06151,404.678719
78745,LANBIN,-3470.694396,-0.169971,0.1733,1.17211,0.12001,-0.167,-0.04699,470.362837
78748,CIVVOV,-3672.414054,-0.095916,10.3504,0.94927,0.18827,-0.22737,-0.0391,287.786087
78749,WIMCED,-5237.91989,-0.294455,5.24,1.15802,0.05612,-0.15785,-0.10173,776.100186
78750,UHINUU,-3390.985996,-0.092923,9.6549,1.03869,0.21957,-0.19732,0.02225,223.306653
78752,DURJAC,-8178.830457,-0.104504,12.9479,0.9174,0.0756,-0.19202,-0.11642,354.872177
78754,MUMTET,-3249.037376,-0.093366,6.5124,1.02725,0.1442,-0.31305,-0.16885,275.983971
78755,CANLEJ,-3191.852689,-0.102174,7.4026,1.20202,0.22063,-0.20809,0.01254,264.394682
78756,BIFWUI,-3571.802333,-0.033309,9.7487,0.95306,0.16291,-0.23281,-0.0699,147.434182
78758,YELXAR,-3370.756592,-0.106567,2.8529,1.11782,0.10061,-0.20047,-0.09986,364.263509
78759,OZOQEB,-2894.133197,-0.085198,0.9155,1.15876,0.14659,-0.18449,-0.0379,267.522694
78760,SUPYEJ,-3565.29759,-0.098392,8.7785,1.19277,0.14589,-0.18992,-0.04403,287.445754
78762,KIWNIO,-3351.721538,-0.061733,9.6858,0.93875,0.14252,-0.2236,-0.08108,221.079867
78763,YECZUB,-4269.160493,-0.137335,1.5457,1.14501,0.19289,-0.06772,0.12517,407.01404
78764,MACDUQ,-4695.376767,-0.112092,0.0095,1.18205,0.1102,-0.23276,-0.12256,371.068736
78765,BUTQOX,-3391.027581,-0.067411,9.0814,0.93417,0.14844,-0.22607,-0.07763,232.463149
78766,SONROE,-4480.631136,-0.257888,5.436,1.14416,0.14227,-0.0945,0.04777,681.357341
78767,WUGQEU,-3388.919698,-0.096181,6.786,1.01713,0.1938,-0.32523,-0.13143,320.717048
78770,AYINEC,-3288.129353,-0.078419,8.4466,1.04133,0.10107,-0.19003,-0.08896,283.410666
78771,WAJMUP,-3213.895139,-0.114683,2.1945,1.08592,0.16631,-0.20819,-0.04188,378.035981
78772,XIBNIG,-4759.639324,-0.15808,1.0372,1.19562,0.15355,-0.18701,-0.03346,493.408705
78773,JAHZUO,-3890.998472,-0.15843,9.2579,1.16839,0.08556,-0.18705,-0.10149,498.186635
78774,EBAVOU,-2740.901058,-0.092647,5.148,1.19493,0.10116,-0.16312,-0.06196,280.779975
78776,SEFTON,-5151.454502,-0.193823,0.6678,1.21378,0.00374,-0.1524,-0.14866,587.648169
78777,MERTEL,-5233.222433,-0.204004,0.0021,1.20094,0.01935,-0.16118,-0.14183,536.208809
78778,TOQQEX,-4201.571093,-0.166159,0.176,0.57175,0.15626,-0.16471,-0.00845,425.803407
78779,RODWEP,-4423.452663,-0.087204,6.0384,0.95514,0.10776,-0.23283,-0.12507,340.835211
78780,SEQTIR,-3177.798674,-0.096236,1.7599,1.12667,0.14033,-0.04012,0.10021,320.206075
78781,IBOCOS,-3909.855464,-0.174567,5.7491,1.09306,0.14288,-0.29552,-0.15264,457.062262
78783,ROGGIG,-3435.141993,-0.088798,7.9521,0.95172,0.17448,-0.22471,-0.05023,242.382156
78784,FUDVIK,-3866.479242,-0.108677,10.8685,0.93251,0.11678,-0.21528,-0.0985,352.028634
78786,HESPOK,-2996.280573,-0.083736,10.1647,1.1682,0.12034,-0.1926,-0.07226,265.681845
78787,BUJLOJ,-3811.161693,-0.099319,10.8932,0.92413,0.07682,-0.2087,-0.13188,337.942713
78788,EBOLOY,-3652.335564,-0.107702,10.9937,1.17438,0.17219,-0.23177,-0.05958,377.980277
78790,DPIMZN,-2940.718985,-0.093119,0,1.22837,0.1602,-0.20975,-0.04955,294.795388
78794,REXYIF,-3279.447815,-0.095685,0,1.11459,0.21467,-0.25462,-0.03995,300.256043
78795,NEQTOS,-3785.052898,-0.240268,0.7829,1.2172,0.12851,-0.17366,-0.04515,563.772231
78796,IVEKIF,-3072.74582,-0.134482,7.3141,1.15506,0.09779,-0.15634,-0.05855,358.434031
78799,NEYDOM,-4994.724168,-0.08558,2.7474,1.19156,0.12761,-0.22805,-0.10044,309.82877
78800,LIZPES,-4122.340641,-0.128739,8.0032,1.15885,0.10454,-0.21433,-0.10979,396.791799
78801,NUJDED,-3975.325431,-0.116187,5.7097,1.14162,0.0878,-0.20641,-0.11861,351.437461
78802,SEKYIT,-3826.416024,-0.092244,7.4632,0.98819,0.12673,-0.20834,-0.08161,310.998811
78803,WUFZON,-5125.971309,-0.140063,1.1695,1.20058,0.11895,-0.19771,-0.07876,464.246297
78804,ISAVAZ,-3268.974052,-0.114697,6.447,1.18633,0.08488,-0.16961,-0.08473,351.454684
78805,YEDKIE,-4178.758807,-0.061217,1.4846,0.96353,0.11223,-0.21274,-0.10051,252.099328
78807,CICBEY,-3291.817254,-0.050761,11.8181,1.1314,0.16405,-0.18514,-0.02109,215.173788
78810,HAMGOR,-5381.541175,-0.279508,0,1.21207,0.08639,-0.17325,-0.08686,719.774039
78811,IZIFAZ,-6305.655771,-0.142201,8.3994,0.90491,0.1149,-0.19662,-0.08172,380.748719
78812,DAMKAF,-3619.557384,-0.096891,8.7616,0.9437,0.11337,-0.20442,-0.09105,283.923591
78813,PIMTAI,-2759.801189,-0.043887,0.0177,1.17088,0.16094,-0.20046,-0.03952,171.966052
78814,BIGXOH,-2508.065981,-0.050169,2.7,1.17329,0.1495,-0.18232,-0.03282,187.628405
78815,MIMHUL,-3859.715964,-0.11062,8.5316,1.00181,0.10637,-0.20499,-0.09862,310.60004
78816,JOMZES,-9618.210725,-0.165568,6.2838,1.13098,0.14258,-0.20417,-0.06159,498.533601
78817,HUDZUB,-4030.281053,-0.125751,8.0316,0.99183,0.16831,-0.20427,-0.03596,386.9981
78819,UGINEE,-3322.364221,-0.124159,4.4829,1.19549,0.09089,-0.17333,-0.08244,397.132386
78820,MAZTUD,-2919.436743,-0.072193,8.9387,1.15012,0.08023,-0.17884,-0.09861,227.566089
78821,XAMHIC,-13983.41744,-0.17188,0.0501,1.26596,0.0891,-0.19346,-0.10436,579.377965
78823,MPLZNC,-2614.668492,-0.059789,11.7155,0.89957,0.14369,-0.25708,-0.11339,214.267599
78824,GAVPAV,-3964.724986,-0.148753,16.3131,1.1906,0.0437,-0.15702,-0.11332,412.544198
78827,MIJVAF,-3226.136578,-0.088602,6.111,1.18415,0.15488,-0.20462,-0.04974,332.48372
78829,PEDPIY,-3048.603389,-0.063101,3.1617,1.07087,0.08246,-0.15381,-0.07135,228.963239
78830,MOVYAZ,-4063.248737,-0.146257,0.0049,1.21525,0.13537,-0.20355,-0.06818,444.55415
78831,JEWBUL,-3355.646016,-0.155986,3.8189,1.08936,0.16407,-0.192,-0.02793,410.20263
78832,FEPKET,-8068.593064,-0.059052,6.0904,1.19088,0.14762,-0.21253,-0.06491,254.358239
78833,EDOLER,-2692.935607,-0.063892,5.3479,1.13107,0.15363,-0.32624,-0.17261,217.001155
78835,LUQQIZ,-3380.401219,-0.114338,0.6788,1.13035,0.08959,-0.19573,-0.10614,394.233378
78836,FEXWEM,-3241.004195,-0.093166,7.8398,1.16145,0.09117,-0.17864,-0.08747,318.408782
78839,XUHTOJ,-5800.030648,-0.102375,19.3315,1.1962,0.11073,-0.29909,-0.18836,306.421521
78841,RIBMIZ,-4258.425916,-0.10807,5.1794,0.89806,0.09918,-0.18417,-0.08499,342.392284
78843,TUWQEI,-4988.123515,-0.195474,3.2844,0.92587,0.14481,-0.17283,-0.02802,532.785914
78844,LOZBIL,-5202.252511,-0.099919,0.5445,0.77623,0.10501,-0.09888,0.00613,380.135961
78845,WEVPIZ,-4416.473388,-0.200311,3.9604,0.90756,0.147,-0.18679,-0.03979,547.795908
78849,TIHMUV,-2589.759528,-0.076231,6.3081,1.09022,0.19626,-0.19418,0.00208,247.269505
78850,MUMTIX,-3249.037561,-0.093955,6.7032,1.02533,0.13934,-0.31244,-0.1731,276.005627
78851,AVUJIK,-3380.484939,-0.042006,8.6276,0.96756,0.17561,-0.20627,-0.03066,183.516117
78853,GOMCOB,-4091.835292,-0.087876,0.1056,1.26513,0.02746,-0.15814,-0.13068,328.444711
78854,PITDEC,-3745.450453,-0.106545,0.0054,1.19929,0.11799,-0.21425,-0.09626,379.803289
78855,RASCEW,-4528.820856,-0.122079,12.1647,0.9601,0.14551,-0.22947,-0.08396,430.326509
78856,WIWDOW,-3870.03933,-0.160661,4.0598,1.12698,0.07352,-0.1924,-0.11888,456.192088
78857,DUCBOT,-3578.248725,-0.066582,9.2906,0.9457,0.09762,-0.19624,-0.09862,246.296994
78858,TIRVIA,-4260.950647,-0.087095,10.7186,0.94737,0.11937,-0.20127,-0.0819,277.785364
78859,BACNEZ,-3006.493273,-0.068663,11.8562,1.08497,0.13634,-0.21615,-0.07981,230.467311
78860,FAKXEX,-4123.148975,-0.12477,12.2637,1.16594,0.08055,-0.19372,-0.11317,445.081443
78861,OTOYED,-3734.500532,-0.179434,4.0389,1.19045,0.11321,-0.18318,-0.06997,482.968824
78862,BIGXIB,-2604.841792,-0.062322,9.1687,1.11366,0.13376,-0.16584,-0.03208,227.051248
78863,YAPPOV,-3303.715262,-0.121667,9.3276,1.17078,0.08807,-0.28998,-0.20191,359.379297
78865,TEFDIS,-3036.120351,-0.078294,12.2942,1.1605,0.07705,-0.18759,-0.11054,257.680058
78866,XEJZUJ,-3054.352201,-0.070049,1.3415,1.17644,0.12625,-0.18725,-0.061,278.765803
78867,OJEDOY,-3774.317309,-0.077389,16.636,0.93413,0.14801,-0.20112,-0.05311,223.36045
78868,PIWPAP,-3551.952101,-0.170632,4.2886,1.0597,0.12601,-0.16932,-0.04331,442.083544
78870,HIQLEZ,-3422.24299,-0.048783,5.7942,0.96053,0.13415,-0.2485,-0.11435,204.552094
78871,EQECOT,-3392.245425,-0.112738,9.2564,1.13749,0.12824,-0.20462,-0.07638,333.329168
78872,WOVWUB,-3500.819205,-0.062354,7.3417,0.9472,0.08445,-0.20106,-0.11661,228.297599
78873,LUTPOG,-3588.803423,-0.081998,0.0092,1.19902,0.15324,-0.22238,-0.06914,308.519695
78874,SOBHIC,-6539.790434,-0.237993,0.1665,1.15924,0.01212,-0.16603,-0.15391,671.117732
78875,VIWYIM,-6740.749927,-0.309387,2.7831,1.0632,0.11747,-0.15644,-0.03897,725.89208
78876,TOGSUF,-3448.179371,-0.081473,6.2705,1.17107,0.16343,-0.18296,-0.01953,319.752875
78877,IQUDUT,-4257.669552,-0.107785,15.2975,0.95629,0.10103,-0.20041,-0.09938,397.291511
78878,NITZEW,-4055.921382,-0.07204,4.3893,0.8721,0.10381,-0.19889,-0.09508,259.215418
78879,ICEXIY,-3046.109909,-0.118575,4.3229,1.22602,0.11035,-0.1748,-0.06445,334.587024
78880,FAXYIP,-4442.454062,-0.175494,5.5412,0.90309,0.10176,-0.18918,-0.08742,459.25477
78883,AWUCUQ,-2580.839989,-0.065648,8.0986,1.13823,0.12079,-0.29023,-0.16944,202.879181
78884,VUJHOZ,-3961.465364,-0.10132,10.4191,0.92043,0.07782,-0.20429,-0.12647,347.89492
78885,IXIPAH,-3623.182877,-0.098905,10.0596,0.94589,0.19574,-0.20063,-0.00489,281.340407
78886,JEBSAL,-3778.286348,-0.180571,5.107,1.19049,0.11786,-0.17722,-0.05936,517.120956
78887,MEXLEI,-3912.406104,-0.133625,19.6268,0.85518,0.10227,-0.18635,-0.08408,496.533211
78888,UZAZIF,-8340.284338,-0.095938,27.3844,1.05237,0.00452,-0.13659,-0.13207,374.992637
78889,SOTNIZ,-4331.731225,-0.079811,0.1397,0.83257,0.17377,-0.20498,-0.03121,302.254272
78890,LAZGAU,-3394.372092,-0.147814,0.0005,1.28227,0.06614,-0.17184,-0.1057,435.03372
78891,HEBPAI,-3779.919989,-0.178799,6.3367,1.01958,0.12396,-0.19764,-0.07368,554.586995
78893,KEGDAC,-4957.952123,-0.24404,4.4438,1.1692,0.10984,-0.19022,-0.08038,636.589514
78896,NOZGOY,-4187.192421,-0.134736,10.1147,0.96313,0.13524,-0.19636,-0.06112,415.956132
78898,YOQCAJ,-8801.947661,-0.098853,8.1074,0.94472,0.12782,-0.22271,-0.09489,305.85418
78900,XOWKIE,-4517.001429,-0.108706,7.1618,0.87964,0.07321,-0.16577,-0.09256,355.80326
78901,NEXCAV,-3825.371309,-0.174099,3.7202,1.17579,0.13749,-0.19566,-0.05817,482.801804
78903,LUFKOM,-2990.793386,-0.059935,6.5765,1.05127,0.17927,-0.23058,-0.05131,203.489221
78904,XOCXUJ,-3607.380204,-0.104434,6.4719,1.16929,0.15197,-0.19303,-0.04106,400.907466
78905,PEBVUP,-4511.104425,-0.133126,10.4213,1.16635,0.13221,-0.22297,-0.09076,484.811299
78906,RANHUL,-4117.42006,-0.141999,1.607,1.18933,0.11745,-0.19171,-0.07426,394.231357
78907,FIXWUH,-3008.367296,-0.093702,6.7258,1.08499,0.14515,-0.1608,-0.01565,280.780423
78908,ROPZOL,-2668.35763,-0.086814,6.867,1.10283,0.15873,-0.1619,-0.00317,270.604718
78910,HIJTOJ,-2853.779715,-0.05066,8.8563,0.86572,0.09903,-0.2196,-0.12057,202.230182
78913,EYETIM,-2949.43578,-0.059351,8.9349,0.84887,0.13294,-0.20567,-0.07273,237.340037
78914,RUDTEQ,-7500.554877,-0.054971,9.8266,0.90277,0.10521,-0.2139,-0.10869,208.136707
78915,CEFFOI,-3194.544043,-0.041256,11.0668,0.92845,0.10354,-0.21458,-0.11104,172.572145
78917,IXOSUK,-3532.0783,-0.133948,9.1676,1.17517,0.10071,-0.18557,-0.08486,402.76
78920,DAJLUY,-4227.068135,-0.103881,6.8611,1.20523,0.13445,-0.13377,0.00068,351.859392
78921,ERURIT,-2442.232249,-0.074157,5.8092,1.08198,0.19426,-0.16327,0.03099,215.703702
78923,HUTMEO,-4456.5323,-0.251575,2.6414,1.27261,0.08431,-0.1707,-0.08639,674.917298
78924,KERZEN,-10152.43663,-0.067216,14.9523,0.97631,0.1165,-0.18116,-0.06466,240.067831
78925,MEWKUU,-4598.846311,-0.19609,0.0003,1.23514,0.20953,-0.20106,0.00847,500.329951
78926,JIZCAW,-2662.258649,-0.082435,5.5919,1.0638,0.21575,-0.18459,0.03116,249.41815
78927,ICATIQ,-3595.452636,-0.148816,6.7344,1.17446,0.17214,-0.21306,-0.04092,435.177023
78928,WASGAB,-4193.275716,-0.057857,8.3778,0.95699,0.189,-0.22377,-0.03477,229.465432
78930,NALMUK,-3494.360802,-0.077632,10.4242,1.094,0.09972,-0.19028,-0.09056,255.734952
78931,SOSHOY,-2884.559136,-0.078177,6.3987,1.16298,0.13986,-0.19542,-0.05556,244.138911
78933,ZIYYEL,-3294.321682,-0.034091,1.7091,0.97895,0.2033,-0.21827,-0.01497,160.685388
78936,XIPQES,-4140.649457,-0.066474,7.7755,0.94674,0.13426,-0.21953,-0.08527,235.748978
78937,NOGWEN,-9079.066459,-0.178542,1.852,1.2692,0.08481,-0.18658,-0.10177,607.442758
78938,JAZWAJ,-4606.567187,-0.263071,10.247,1.19428,0.06405,-0.16186,-0.09781,696.939422
78939,DIKVOI,-3501.266741,-0.058195,10.6523,1.01043,0.17942,-0.21176,-0.03234,199.418229
78940,LOMDEY,-3632.145107,-0.074232,11.3216,0.93406,0.11032,-0.20104,-0.09072,266.269014
78941,KEQNUS,-13641.43887,-0.165766,3.7246,1.20285,0.11255,-0.20307,-0.09052,454.833181
78942,LIKROM,-3345.709372,-0.065762,9.997,1.09779,0.18615,-0.20652,-0.02037,225.67596
78943,QOTDAF,-4879.973534,-0.18815,6.1544,1.19598,0.19758,-0.22735,-0.02977,520.837137
78944,WEWCIM,-3836.223876,-0.133402,0.0024,1.21473,0.11754,-0.19272,-0.07518,434.297638
78946,XIYREC,-2583.490332,-0.05654,5.0324,1.19391,0.24079,-0.20735,0.03344,179.640716
78947,ONOJEH,-3837.157505,-0.035067,7.3714,0.96696,0.16456,-0.23631,-0.07175,172.360106
78950,XOJBED,-6226.291661,-0.27978,4.7137,1.18336,0.13264,-0.20567,-0.07303,688.925774
78953,TEGRUS,-2857.35939,-0.110445,3.6464,1.21539,0.23793,-0.33075,-0.09282,271.713187
78954,UVUMUU,-3445.774859,-0.087726,10.7144,1.20373,0.11805,-0.17727,-0.05922,276.592165
78955,VUDMAJ,-5066.734196,-0.161675,1.3094,1.18326,0.1129,-0.17596,-0.06306,449.766932
78956,XISNOE,-4075.961804,-0.222772,6.8798,0.97075,0.14282,-0.15587,-0.01305,531.047151
78959,TEHXOU,-4331.900556,-0.099734,8.9773,0.95758,0.13418,-0.23507,-0.10089,392.83269
78960,FUGPIH,-3645.119247,-0.138915,2.1801,1.16604,0.18763,-0.21353,-0.0259,427.317847
78962,QAHZOQ,-3613.897151,-0.114627,17.9199,1.17579,0.1137,-0.20405,-0.09035,360.091444
78963,AWUBAW,-4357.212189,-0.111548,0.1006,1.2715,0.00965,-0.14836,-0.13871,388.153915
78966,EFOXOO,-3564.447965,-0.074907,11.4165,1.14552,0.09696,-0.1977,-0.10074,299.055589
78967,FORKED,-2883.35841,-0.070781,8.4271,1.15576,0.17278,-0.20124,-0.02846,238.331108
78968,RIJHAV,-2421.402461,-0.067138,4.243,1.10719,0.1482,-0.16447,-0.01627,202.850027
78970,OJUJIM,-3304.171842,-0.045374,11.0135,0.98872,0.11157,-0.208,-0.09643,175.939689
78971,DEHVAP,-4466.24074,-0.244434,4.4934,1.19351,0.11943,-0.17641,-0.05698,697.77341
78972,LICMEQ,-3057.31973,-0.091974,5.6111,1.17281,0.10376,-0.17897,-0.07521,318.82972
78974,KAZQEJ,-5087.895431,-0.121826,4.6159,0.97132,0.13199,-0.22228,-0.09029,458.59218
78975,HECQOW,-3900.952262,-0.058271,9.232,0.89697,0.13667,-0.22393,-0.08726,200.385855
78976,WUKCIO,-3388.95119,-0.096434,2.4166,1.06335,0.22425,-0.35372,-0.12947,320.608265
78977,MEMPIE,-3503.935564,-0.068526,9.0821,1.07857,0.20057,-0.22767,-0.0271,234.091589
78978,ROKDIF,-2700.481552,-0.099143,8.9754,0.96971,0.2415,-0.24399,-0.00249,242.614515
78979,JIVTEN,-3690.764225,-0.158753,0.0017,1.26455,0.08942,-0.181,-0.09158,504.404892
78980,ZEPPOC,-3492.752341,-0.115042,6.897,1.15814,0.08259,-0.18834,-0.10575,392.145921
78981,LIMBAM,-5703.31485,-0.117746,7.4715,1.0301,0.1027,-0.30061,-0.19791,349.754836
78982,FEKRAO,-3845.549896,-0.125374,7.2842,0.83929,0.07166,-0.16892,-0.09726,400.073066
78983,YOTCUG,-7668.915403,-0.065488,9.8858,0.90667,0.08963,-0.19405,-0.10442,243.133464
78984,GOWRIT,-3088.641038,-0.089562,4.4211,1.16654,0.12948,-0.18504,-0.05556,284.239501
78985,JIVTAJ,-3690.764232,-0.158734,0.0009,1.26442,0.08951,-0.18105,-0.09154,504.405415
78987,NEYFII,-4628.282494,-0.10289,0.49,1.17942,0.10692,-0.2016,-0.09468,358.279384
78988,DENREW,-3544.160304,-0.0932,5.0336,1.18041,0.12245,-0.19894,-0.07649,307.918823
78990,PAZCUQ,-5534.719708,-0.209762,13.4789,0.96894,0.14751,-0.20173,-0.05422,574.139544
78991,TECREA,-3913.70686,-0.112192,3.7385,1.18693,0.11241,-0.19166,-0.07925,375.492147
78992,VOHHUY,-3470.81299,-0.085548,9.5903,0.93394,0.14172,-0.21781,-0.07609,249.560834
78993,YIHWES,-3762.934284,-0.10453,11.7931,0.83348,0.07045,-0.20209,-0.13164,349.348514
78994,YEXNOH,-3629.462955,-0.077057,6.8859,0.91102,0.06733,-0.20529,-0.13796,271.639157
78995,GUWXUR,-4861.480794,-0.15405,8.9746,0.89023,0.16722,-0.19174,-0.02452,440.662926
78996,PIWPUJ,-3473.357176,-0.157213,4.5614,0.85049,0.12614,-0.17057,-0.04443,419.637264
78997,NOKHUS,-4063.219008,-0.127498,13.1596,1.00782,0.14277,-0.18652,-0.04375,383.195978
78998,CAWZEH,-3303.458815,-0.118686,7.5475,0.98934,0.09596,-0.15931,-0.06335,367.953329
78999,DIYGUO,-2714.080097,-0.019981,9.3045,0.90117,0.17527,-0.20045,-0.02518,143.948917
79000,ODIROJ,-3534.669541,-0.117087,6.3738,1.16914,0.07738,-0.16777,-0.09039,401.793129
79001,XECRAZ,-2836.003538,-0.050793,0.0029,1.17972,0.12241,-0.21386,-0.09145,189.938857
79002,LAHQUI,-3569.788762,-0.180599,4.2678,1.18558,0.14267,-0.31211,-0.16944,464.452614
79003,IFEYOH,-4107.084663,-0.177591,2.19,1.21929,0.08474,-0.16807,-0.08333,543.816089
79004,IQODUN,-3536.688931,-0.122843,2.293,1.11569,0.01146,-0.12158,-0.11012,421.33016
79005,KUBVOU,-2887.146939,-0.066453,1.8531,1.19076,0.1353,-0.16041,-0.02511,241.371176
79006,ETUDUT,-4114.693747,-0.046218,7.6915,0.96074,0.1557,-0.24047,-0.08477,202.321527
79009,OTOWUR,-2775.307222,-0.098485,5.6054,1.27261,0.24496,-0.33729,-0.09233,230.932718
79010,EQEFOW,-3160.134035,-0.084777,7.5765,1.11602,0.09728,-0.19972,-0.10244,267.51503
79012,METTAG,-5036.360921,-0.15356,4.4774,1.21042,0.11192,-0.19749,-0.08557,419.120688
79013,KUZBAK,-3928.331164,-0.116686,7.1222,0.67538,0.14031,-0.20175,-0.06144,350.511407
79014,YIXJOE,-4377.840138,-0.097944,4.0198,0.96335,0.16911,-0.23133,-0.06222,301.634163
79015,TOBBIY,-3979.972446,-0.075726,8.291,0.96896,0.13454,-0.21776,-0.08322,244.392154
79017,ZAXMEQ,-4228.172859,-0.224286,6.2961,1.20462,0.14545,-0.21027,-0.06482,530.178197
79018,KENQAW,-4284.355657,-0.243101,5.554,1.19846,0.12914,-0.18116,-0.05202,579.781529
79019,FIPZEJ,-8032.815164,-0.036182,7.8888,0.96983,0.2188,-0.21711,0.00169,170.805614
79022,CINVUR,-3540.92882,-0.089769,5.2442,0.96444,0.19804,-0.20263,-0.00459,257.671611
79023,VAGVUV,-3387.771556,-0.057606,8.5165,0.99983,0.12014,-0.19499,-0.07485,201.979017
79024,LIVNAG,-4621.593963,-0.099166,7.3547,0.96796,0.0889,-0.19768,-0.10878,362.252383
79025,UMUCEL,-3266.337701,-0.132827,7.3586,1.16466,0.17069,-0.16577,0.00492,363.747432
79026,GEJGEI,-8537.504227,-0.072206,17.699,0.97697,0.11282,-0.1828,-0.06998,257.571437
79027,UCEDEL,-2995.250224,-0.074114,4.1306,1.15327,0.15043,-0.20959,-0.05916,265.538542
79029,OPACOY,-3502.713807,-0.195545,1.4721,1.19184,0.12369,-0.16354,-0.03985,462.018899
79031,TOLDEF,-3314.429538,-0.126917,2.8028,1.1457,0.16216,-0.20871,-0.04655,370.525816
79032,LEXZEV,-4026.356677,-0.080619,13.2617,0.96393,0.13106,-0.22393,-0.09287,284.465887
79033,GAMMIS,-3982.581054,-0.090912,3.798,1.1603,0.13292,-0.18765,-0.05473,301.895951
79034,AMIQUJ,-3464.277823,-0.194607,6.495,1.12288,0.11375,-0.18016,-0.06641,487.757888
79035,LUZTIJ,-3996.742739,-0.173986,4.3927,1.01249,0.11073,-0.15244,-0.04171,487.320004
79037,QUWHOG,-9074.937236,-0.10299,4.1492,1.15372,0.128,-0.22999,-0.10199,313.516999
79038,NICAZN,-2956.654157,-0.065561,0.1132,1.25783,0.15781,-0.23316,-0.07535,218.011096
79039,DAJKAD,-4225.904315,-0.10236,3.0376,1.17136,0.14651,-0.17033,-0.02382,347.414439
79040,MOGKAU,-3370.389517,-0.062614,8.2858,1.13124,0.18434,-0.21397,-0.02963,238.467602
79041,COQWEN,-3765.867968,-0.08119,6.6408,0.97246,0.15918,-0.22258,-0.0634,310.997195
79042,DEGQUD,-9117.30411,-0.191415,4.4382,1.18984,0.08428,-0.18506,-0.10078,595.780326
79045,YESQAO,-3534.54161,-0.17251,6.626,1.1973,0.14836,-0.16797,-0.01961,465.840913
79047,VATHAB,-3913.704314,-0.110597,3.4078,1.1838,0.11456,-0.19117,-0.07661,375.426437
79048,WITCOR,-6148.630115,-0.188266,8.548,1.21031,0.14919,-0.21494,-0.06575,489.568383
79049,LACGAX,-3462.903143,-0.133856,2.0127,1.18641,0.007,-0.12549,-0.11849,394.991118
79051,URONUL,-2665.209218,-0.075588,0.2349,1.12633,0.17066,-0.18421,-0.01355,228.093321
